identifier,transaction_count,avg_price_eth,max_price_eth,min_price_eth,total_volume_eth,unique_buyers,unique_sellers,collection
2319,2,32.7232,64.6464,0.8,65.4464,1,1,BAYC
2316,12,30.038833333333333,86.69,0.8,360.466,1,1,BAYC
2330,8,35.5770625,68.98,2.0,284.6165,1,1,BAYC
2317,1,0.4,0.4,0.4,0.4,1,1,BAYC
2331,2,9.935,18.99,0.88,19.87,1,1,BAYC
2326,3,17.366666666666667,50.0,0.6,52.1,1,1,BAYC
2305,2,6.800000000000001,12.8,0.8,13.6,1,1,BAYC
2308,3,0.2863333333333333,0.45,0.17,0.859,1,1,BAYC
2309,2,85.26,170.0,0.52,170.52,1,1,BAYC
2304,1,93.0,93.0,93.0,93.0,1,1,BAYC
2306,1,69.0,69.0,69.0,69.0,1,1,BAYC
2310,5,28.67526,48.5,0.33,143.3763,1,1,BAYC
2307,4,20.685,77.98,0.26,82.74000000000001,1,1,BAYC
2311,22,20.807499545454547,37.03,0.18,457.76499,1,1,BAYC
2298,5,32.50498,115.0,7.89,162.5249,1,1,BAYC
2300,7,29.42571428571429,50.02,0.78,205.98,1,1,BAYC
2299,2,5.35,10.25,0.45,10.7,1,1,BAYC
2301,6,11.051648333333333,25.36,0.57,66.30989,1,1,BAYC
2296,6,50.8265,118.0,2.99,304.959,1,1,BAYC
2297,4,78.7525,124.8,35.51,315.01,1,1,BAYC
2295,1,4.8,4.8,4.8,4.8,1,1,BAYC
2303,2,0.2675,0.44,0.095,0.535,1,1,BAYC
2302,3,17.993333333333336,33.49,0.49,53.98,1,1,BAYC
2280,3,15.716666666666669,44.0,1.25,47.15,1,1,BAYC
2287,1,0.55,0.55,0.55,0.55,1,1,BAYC
2282,5,64.214,125.0,1.55,321.07,1,1,BAYC
2288,3,54.26666666666667,82.5,0.2,162.8,1,1,BAYC
2273,8,15.5137375,28.46,3.11,124.1099,1,1,BAYC
2275,5,5.49042,9.23,2.8221,27.4521,1,1,BAYC
2292,2,1.475,2.7,0.25,2.95,1,1,BAYC
2285,2,32.7,65.0,0.4,65.4,1,1,BAYC
2284,7,10.796297714285714,50.6942,0.4,75.574084,1,1,BAYC
2281,15,16.87581326666667,100.0,1.25,253.137199,1,1,BAYC
2293,3,1.5,2.0,1.0,4.5,1,1,BAYC
2286,6,10.661666666666669,17.0,2.1,63.97,1,1,BAYC
2289,3,26.846666666666664,79.99,0.2,80.53999999999999,1,1,BAYC
2290,1,1.9969,1.9969,1.9969,1.9969,1,1,BAYC
2278,6,52.67316666666667,120.0,3.59,316.039,1,1,BAYC
2274,4,32.83825,129.0,0.35,131.353,1,1,BAYC
2272,5,39.442,75.4,1.95,197.21,1,1,BAYC
2277,4,20.31075,50.0,0.666,81.243,1,1,BAYC
2276,7,59.52585714285714,183.0,0.001,416.681,1,1,BAYC
2294,14,17.427445714285714,29.99999,0.195,243.98424,1,1,BAYC
2279,2,1.93,1.95,1.91,3.86,1,1,BAYC
2283,4,24.574975,85.0,1.95,98.2999,1,1,BAYC
2291,4,16.785,27.99,0.33,67.14,1,1,BAYC
2271,1,2.65,2.65,2.65,2.65,1,1,BAYC
2270,4,2.4725,6.1,0.18,9.89,1,1,BAYC
2269,8,12.60125,18.1,0.19,100.81,1,1,BAYC
2266,3,2.1300000000000003,5.0,0.54,6.390000000000001,1,1,BAYC
2262,6,13.7441665,15.15,13.0,82.464999,1,1,BAYC
2256,27,38.56888888888889,94.5,0.33,1041.36,1,1,BAYC
2258,27,27.573355555555555,33.7407,6.75,744.4806,1,1,BAYC
2268,20,13.870142949999998,39.0,0.19,277.402859,1,1,BAYC
2260,29,44.97659310344828,89.69,28.67,1304.3212,1,1,BAYC
2259,4,63.3125,104.0,3.25,253.25,1,1,BAYC
2267,1,1.0,1.0,1.0,1.0,1,1,BAYC
2263,2,46.5,69.0,24.0,93.0,1,1,BAYC
2257,12,42.4870005,66.66,0.45,509.844006,1,1,BAYC
2264,4,33.02,74.0,14.0,132.07999999999998,1,1,BAYC
2261,0,0.0,0.0,0.0,0.0,0,0,BAYC
2265,2,4.44,8.8,0.08,8.88,1,1,BAYC
2254,4,9.0295,12.75,0.198,36.118,1,1,BAYC
2255,3,87.66666666666667,100.0,78.0,263.0,1,1,BAYC
2253,0,0.0,0.0,0.0,0.0,0,0,BAYC
2252,2,15.0,27.0,3.0,30.0,1,1,BAYC
